tumors	patients	mock_pseudospace	tumors.1	patients.1	tgfb_pseudospace
KIRP	KIRP.TCGA.SX.A7SS.01A.11R.A36F.07	53.2868085404364	KIRP	KIRP.TCGA.SX.A7SS.01A.11R.A36F.07	43.7934442648638
KIRP	KIRP.TCGA.SX.A7SU.01A.11R.A36F.07	52.3992492186216	KIRP	KIRP.TCGA.SX.A7SU.01A.11R.A36F.07	30.9467328197947
BLCA	BLCA.TCGA.SY.A9G5.01A.11R.A38B.07	51.2617256335636	BLCA	BLCA.TCGA.SY.A9G5.01A.11R.A38B.07	25.1094758391439
HNSC	HNSC.TCGA.T2.A6WX.01A.12R.A34R.07	54.8859718980639	HNSC	HNSC.TCGA.T2.A6WX.01A.12R.A34R.07	27.1774819942247
HNSC	HNSC.TCGA.T2.A6WZ.01A.21R.A34R.07	49.6861254076513	HNSC	HNSC.TCGA.T2.A6WZ.01A.21R.A34R.07	24.9943796979904
HNSC	HNSC.TCGA.T2.A6X0.01A.11R.A34R.07	56.6968090619443	HNSC	HNSC.TCGA.T2.A6X0.01A.11R.A34R.07	83.2403787225943
HNSC	HNSC.TCGA.T2.A6X2.01A.12R.A34R.07	51.1720167950417	HNSC	HNSC.TCGA.T2.A6X2.01A.12R.A34R.07	16.3642492133326
HNSC	HNSC.TCGA.T3.A92M.01A.31R.A39I.07	56.9202393931496	HNSC	HNSC.TCGA.T3.A92M.01A.31R.A39I.07	43.9307111998609
HNSC	HNSC.TCGA.T3.A92N.01A.11R.A39I.07	53.3900427131575	HNSC	HNSC.TCGA.T3.A92N.01A.11R.A39I.07	35.8693383031808
KIRC	KIRC.TCGA.T7.A92I.01A.11R.A37O.07	55.6354770722966	KIRC	KIRC.TCGA.T7.A92I.01A.11R.A37O.07	46.7992265216013
COAD	COAD.TCGA.T9.A92H.01A.11R.A37K.07	54.6050123736126	COAD	COAD.TCGA.T9.A92H.01A.11R.A37K.07	87.8707433949652
PRAD	PRAD.TCGA.TK.A8OK.01A.22R.A36G.07	53.2223754731206	PRAD	PRAD.TCGA.TK.A8OK.01A.22R.A36G.07	53.5987921814129
HNSC	HNSC.TCGA.TN.A7HI.01A.11R.A34R.07	52.7829829978226	HNSC	HNSC.TCGA.TN.A7HI.01A.11R.A34R.07	64.4385486045793
HNSC	HNSC.TCGA.TN.A7HL.01A.11R.A34R.07	47.7962143080517	HNSC	HNSC.TCGA.TN.A7HL.01A.11R.A34R.07	14.5149375726535
PRAD	PRAD.TCGA.TP.A8TT.01A.12R.A41O.07	50.8709541862094	PRAD	PRAD.TCGA.TP.A8TT.01A.12R.A41O.07	42.1456715284943
PRAD	PRAD.TCGA.TP.A8TV.01A.11R.A41O.07	51.9945171023723	PRAD	PRAD.TCGA.TP.A8TV.01A.11R.A41O.07	35.3306199386534
LIHC	LIHC.TCGA.UB.A7MA.01A.11R.A33R.07	49.149106199526	LIHC	LIHC.TCGA.UB.A7MA.01A.11R.A33R.07	51.1825339979661
LIHC	LIHC.TCGA.UB.A7MB.01A.11R.A33R.07	49.0588736656456	LIHC	LIHC.TCGA.UB.A7MB.01A.11R.A33R.07	51.7621829627424
LIHC	LIHC.TCGA.UB.A7MC.01A.11R.A33R.07	49.3251365784021	LIHC	LIHC.TCGA.UB.A7MC.01A.11R.A33R.07	55.0067857431655
LIHC	LIHC.TCGA.UB.A7MD.01A.12R.A352.07	48.3504064396473	LIHC	LIHC.TCGA.UB.A7MD.01A.12R.A352.07	45.6925145579955
LIHC	LIHC.TCGA.UB.A7ME.01A.11R.A33J.07	47.1310841944776	LIHC	LIHC.TCGA.UB.A7ME.01A.11R.A33J.07	47.2696014152676
LIHC	LIHC.TCGA.UB.A7MF.01A.11R.A33J.07	48.2777381112288	LIHC	LIHC.TCGA.UB.A7MF.01A.11R.A33J.07	49.9239972367662
LIHC	LIHC.TCGA.UB.AA0U.01A.11R.A38B.07	48.3681993649544	LIHC	LIHC.TCGA.UB.AA0U.01A.11R.A38B.07	48.9342009546561
LIHC	LIHC.TCGA.UB.AA0V.01A.11R.A38B.07	49.881293584778	LIHC	LIHC.TCGA.UB.AA0V.01A.11R.A38B.07	47.8567256584247
CESC	CESC.TCGA.UC.A7PD.01A.11R.A352.07	52.6080212810473	CESC	CESC.TCGA.UC.A7PD.01A.11R.A352.07	41.5395069199068
CESC	CESC.TCGA.UC.A7PF.01A.11R.A352.07	48.7379199499596	CESC	CESC.TCGA.UC.A7PF.01A.11R.A352.07	18.5868390641125
CESC	CESC.TCGA.UC.A7PG.01A.11R.A42S.07	44.8203815755084	CESC	CESC.TCGA.UC.A7PG.01A.11R.A42S.07	4.79631297837005
CESC	CESC.TCGA.UC.A7PG.06A.11R.A42S.07	46.4660722219245	CESC	CESC.TCGA.UC.A7PG.06A.11R.A42S.07	12.1179622621967
CESC	CESC.TCGA.UC.A7PI.01A.11R.A42S.07	46.9174519659324	CESC	CESC.TCGA.UC.A7PI.01A.11R.A42S.07	74.0933721041624
HNSC	HNSC.TCGA.UF.A718.01A.22R.A34R.07	50.4003215722863	HNSC	HNSC.TCGA.UF.A718.01A.22R.A34R.07	16.8625986120003
HNSC	HNSC.TCGA.UF.A71A.01A.22R.A34R.07	49.3120855852073	HNSC	HNSC.TCGA.UF.A71A.01A.22R.A34R.07	23.1407683903114
HNSC	HNSC.TCGA.UF.A71A.06A.11R.A39I.07	47.0089698985184	HNSC	HNSC.TCGA.UF.A71A.06A.11R.A39I.07	23.3904814893569
HNSC	HNSC.TCGA.UF.A71B.01A.12R.A34R.07	50.7625152497435	HNSC	HNSC.TCGA.UF.A71B.01A.12R.A34R.07	28.0786721996183
HNSC	HNSC.TCGA.UF.A71D.01A.12R.A34R.07	44.1312449867282	HNSC	HNSC.TCGA.UF.A71D.01A.12R.A34R.07	5.32112099286899
HNSC	HNSC.TCGA.UF.A71E.01A.31R.A34R.07	47.4169244082746	HNSC	HNSC.TCGA.UF.A71E.01A.31R.A34R.07	15.1635055547655
HNSC	HNSC.TCGA.UF.A7J9.01A.12R.A34R.07	54.0714548321259	HNSC	HNSC.TCGA.UF.A7J9.01A.12R.A34R.07	54.4134286907164
HNSC	HNSC.TCGA.UF.A7JC.01A.21R.A34R.07	48.1373810566502	HNSC	HNSC.TCGA.UF.A7JC.01A.21R.A34R.07	5.1631453273926
HNSC	HNSC.TCGA.UF.A7JD.01A.11R.A34R.07	58.5229461869209	HNSC	HNSC.TCGA.UF.A7JD.01A.11R.A34R.07	41.7342089407573
HNSC	HNSC.TCGA.UF.A7JF.01A.11R.A34R.07	44.828105280447	HNSC	HNSC.TCGA.UF.A7JF.01A.11R.A34R.07	7.09255610241631
HNSC	HNSC.TCGA.UF.A7JH.01A.21R.A34R.07	48.4090498113836	HNSC	HNSC.TCGA.UF.A7JH.01A.21R.A34R.07	5.54050421469598
HNSC	HNSC.TCGA.UF.A7JK.01A.11R.A34R.07	50.431303377985	HNSC	HNSC.TCGA.UF.A7JK.01A.11R.A34R.07	17.0496043905811
HNSC	HNSC.TCGA.UF.A7JO.01A.11R.A34R.07	53.1552565724704	HNSC	HNSC.TCGA.UF.A7JO.01A.11R.A34R.07	59.9434359724865
HNSC	HNSC.TCGA.UF.A7JS.01A.11R.A34R.07	49.9358304619388	HNSC	HNSC.TCGA.UF.A7JS.01A.11R.A34R.07	24.4218324318839
HNSC	HNSC.TCGA.UF.A7JT.01A.11R.A34R.07	57.0755577318291	HNSC	HNSC.TCGA.UF.A7JT.01A.11R.A34R.07	44.7375530046832
HNSC	HNSC.TCGA.UF.A7JV.01A.11R.A34R.07	60.1594171033783	HNSC	HNSC.TCGA.UF.A7JV.01A.11R.A34R.07	55.2044311893206
BRCA	BRCA.TCGA.UL.AAZ6.01A.11R.A41B.07	50.8383674580106	BRCA	BRCA.TCGA.UL.AAZ6.01A.11R.A41B.07	36.0602555956948
KIRP	KIRP.TCGA.UN.AAZ9.01A.11R.A38C.07	57.7515708230595	KIRP	KIRP.TCGA.UN.AAZ9.01A.11R.A38C.07	48.786866877394
HNSC	HNSC.TCGA.UP.A6WW.01A.12R.A34R.07	51.5425161954417	HNSC	HNSC.TCGA.UP.A6WW.01A.12R.A34R.07	49.693777869053
PAAD	PAAD.TCGA.US.A776.01A.13R.A33R.07	48.0573804865136	PAAD	PAAD.TCGA.US.A776.01A.13R.A33R.07	44.9978657555667
PAAD	PAAD.TCGA.US.A779.01A.11R.A32O.07	45.6464328373103	PAAD	PAAD.TCGA.US.A779.01A.11R.A32O.07	32.8262424378161
PAAD	PAAD.TCGA.US.A77E.01A.11R.A32O.07	50.4477618372891	PAAD	PAAD.TCGA.US.A77E.01A.11R.A32O.07	39.6444760695718
PAAD	PAAD.TCGA.US.A77G.01A.11R.A32O.07	45.36395203032	PAAD	PAAD.TCGA.US.A77G.01A.11R.A32O.07	37.033495393871
BRCA	BRCA.TCGA.UU.A93S.01A.21R.A41B.07	52.1690039782386	BRCA	BRCA.TCGA.UU.A93S.01A.21R.A41B.07	61.507259362163
BLCA	BLCA.TCGA.UY.A78L.01A.12R.A33J.07	54.8076449735816	BLCA	BLCA.TCGA.UY.A78L.01A.12R.A33J.07	76.1559072564425
BLCA	BLCA.TCGA.UY.A78M.01A.21R.A352.07	52.6326971807669	BLCA	BLCA.TCGA.UY.A78M.01A.21R.A352.07	31.8061630998235
